rownames,project_id,date,type
1096,342,2015-12-31 ,8
1097,342,,16
1098,342,,32
1099,342,,64
1100,342,,2048
1101,343,2014-03-17 ,1
1102,343,,2
1103,343,2014-06-30 ,8
1104,343,,16
1105,343,,32
1106,343,,64
1107,343,,2048
1108,344,2014-04-01 ,1
1109,344,2014-12-31 ,8
1110,345,2014-01-01 ,1
1111,345,2015-12-31 ,8
1112,346,2014-01-01 ,1
1113,346,2015-12-31 ,8
1114,347,2014-01-01 ,1
1115,347,2014-12-31 ,8
1116,348,2014-01-01 ,1
1117,348,2015-12-31 ,8
1118,349,2014-01-01 ,1
1119,349,2015-12-31 ,8
1120,350,2014-01-01 ,1
1121,350,2015-12-31 ,8
1122,351,2014-05-01 ,1
1123,351,2014-12-31 ,8
1124,352,2014-01-01 ,1
1125,352,2014-12-31 ,8
1126,353,2014-04-01 ,1
1127,353,2015-12-31 ,8
1128,354,2014-04-01 ,1
1129,354,2014-12-31 ,8
1130,355,2014-04-18 ,1
1131,355,2014-12-31 ,8
1132,356,2014-06-01 ,1
1133,356,2014-12-31 ,8
1134,357,2014-04-12 ,1
1135,357,,2
1136,357,2014-12-31 ,8
1137,357,,16
1138,357,,32
1139,357,,64
1140,357,,2048
1141,358,2014-04-01 ,1
1142,358,,2
1143,358,2014-12-31 ,8
1144,358,,16
1145,358,,32
1146,358,,64
1147,358,,2048
1148,359,2014-01-01 ,1
1149,359,2014-01-01 ,2
1150,359,2017-12-31 ,8
1151,359,2015-04-22 ,16
1152,359,2017-02-28 ,32
1153,359,2013-01-01 ,64
1154,359,2014-08-01 ,128
1155,360,2014-01-01 ,1
1156,360,2014-01-01 ,2
1157,360,2014-01-01 ,4
1158,360,2017-12-31 ,8
1159,360,2015-04-15 ,16
1160,360,2017-01-17 ,32
1161,360,2013-01-01 ,64
1162,361,2014-04-01 ,1
1163,361,2014-01-20 ,2
1164,361,2014-04-01 ,4
1165,361,2020-12-01 ,8
1166,361,2015-08-03 ,16
1167,361,2014-04-30 ,128
1168,361,2016-06-07 ,256
1169,361,2021-03-02 ,2048
1170,362,2014-04-01 ,1
1171,362,,2
1172,362,2014-08-31 ,8
1173,362,,16
1174,362,,32
1175,362,,64
1176,362,,2048
1177,363,2015-01-01 ,1
1178,363,2018-12-31 ,8
1179,363,2018-10-25 ,2048
1180,364,2014-05-21 ,1
1181,364,2014-08-31 ,8
1182,365,2014-05-01 ,1
1183,365,,2
1184,365,2014-12-31 ,8
1185,365,,16
1186,365,,32
1187,365,,64
1188,365,,2048
1189,366,2014-01-01 ,1
1190,366,2015-05-31 ,8
1191,367,2014-06-11 ,1
1192,367,2014-12-31 ,8
1193,368,2014-06-11 ,1
1194,368,2015-12-31 ,8
1195,369,2014-05-31 ,1
1196,369,2014-05-31 ,2
1197,369,2014-05-31 ,4
1198,369,2017-12-31 ,8
1199,369,2015-03-16 ,16
1200,369,2016-06-17 ,32
1201,369,2014-09-23 ,128
1202,370,2014-05-01 ,1
1203,370,2015-12-31 ,8
1204,371,2014-06-01 ,1
1205,371,2014-12-31 ,8
1206,372,2014-05-01 ,1
1207,372,2015-12-31 ,8
1208,373,2014-01-01 ,1
1209,373,2014-07-31 ,8
1210,374,2014-07-01 ,1
1211,374,,2
1212,374,2015-12-31 ,8
1213,374,,16
1214,374,,32
1215,374,,64
1216,374,,2048
1217,375,2014-06-01 ,1
1218,375,2015-12-31 ,8
1219,376,2014-01-01 ,1
1220,376,2014-07-31 ,8
1221,377,2014-07-01 ,1
1222,377,2014-12-31 ,8
1223,378,2014-07-01 ,1
1224,378,2014-12-31 ,8
1225,379,2014-08-01 ,1
1226,379,2014-12-31 ,8
1227,380,2014-08-01 ,1
1228,380,2015-12-31 ,8
1229,381,2014-07-01 ,1
1230,381,2015-12-31 ,8
1231,382,2014-01-01 ,1
1232,382,2014-01-01 ,2
1233,382,2014-02-01 ,4
1234,382,2014-12-31 ,8
1235,382,,16
1236,382,,32
1237,382,2014-01-01 ,64
1238,382,2014-03-01 ,128
1239,382,,2048
1240,383,2014-01-01 ,1
1241,383,2014-12-31 ,8
1242,384,2014-01-01 ,1
1243,384,,2
1244,384,2014-12-31 ,8
1245,384,,16
1246,384,,32
1247,384,,64
1248,384,,2048
1249,385,2014-09-01 ,1
1250,385,2014-12-31 ,8
1251,386,2014-10-01 ,1
1252,386,2015-12-31 ,8
1253,388,2014-10-01 ,1
1254,388,2015-12-31 ,8
1255,389,2014-09-01 ,1
1256,389,2014-12-31 ,8
1257,390,2014-09-01 ,1
1258,390,2015-12-31 ,8
1259,391,2014-10-01 ,1
1260,391,2015-05-31 ,8
1261,392,2014-09-15 ,1
1262,392,,2
1263,392,2014-12-31 ,8
1264,392,,16
1265,392,,32
1266,392,,64
1267,392,,2048
1268,393,2014-10-01 ,1
1269,393,2015-12-31 ,8
1270,394,2014-10-01 ,1
1271,394,2015-01-31 ,8
1272,395,2014-10-10 ,1
1273,395,,2
1274,395,2014-12-31 ,8
1275,395,,16
1276,395,,32
1277,395,,64
1278,395,,2048
1279,396,2014-10-16 ,1
1280,396,2015-12-31 ,8
1281,397,2014-10-01 ,1
1282,397,2014-12-31 ,8
1283,398,2014-10-22 ,1
1284,398,2014-12-31 ,8
1285,399,2014-10-01 ,1
1286,399,,2
1287,399,2014-12-31 ,8
1288,399,,16
1289,399,,32
1290,399,,64
1291,399,,2048
1292,400,2014-10-27 ,1
1293,400,2015-03-31 ,8
1294,401,2014-10-28 ,1
1295,401,2014-10-28 ,2
1296,401,2019-12-31 ,8
1297,401,2016-03-01 ,16
1298,401,2019-01-01 ,32
1299,401,,64
1300,401,2014-03-14 ,128
1301,401,2016-10-21 ,256
1302,401,2019-09-01 ,512
1303,401,2019-09-01 ,1024
1304,401,2019-12-24 ,2048
1305,402,2014-11-01 ,1
1306,402,2014-12-31 ,8
1307,403,2015-01-01 ,1
1308,403,2016-12-31 ,8
1309,404,2015-01-01 ,1
1310,404,2016-12-31 ,8
1311,405,2015-01-01 ,1
1312,405,2016-12-31 ,8
1313,406,2015-01-01 ,1
1314,406,2015-03-01 ,2
1315,406,2017-12-31 ,8
1316,406,2017-04-01 ,128
1317,407,2015-01-01 ,1
1318,407,2016-12-31 ,8
1319,408,2015-01-01 ,1
1320,408,2016-12-31 ,8
1321,409,2015-01-01 ,1
1322,409,2016-12-31 ,8
1323,410,2015-01-01 ,1
1324,410,2016-12-31 ,8
1325,411,2015-01-01 ,1
1326,411,2015-03-01 ,2
1327,411,2018-12-31 ,8
1328,411,2016-01-01 ,16
1329,411,2015-06-01 ,128
1330,411,2019-01-04 ,2048
1331,412,2014-11-01 ,1
1332,412,2015-01-31 ,8
1333,413,2014-10-01 ,1
1334,413,2018-12-31 ,8
1335,413,2019-01-04 ,2048
1336,414,2014-10-01 ,1
1337,414,2015-12-31 ,8
1338,415,2014-10-01 ,1
1339,415,2015-04-30 ,8
1340,416,2014-10-01 ,1
1341,416,2015-04-30 ,8
1342,417,2014-09-01 ,1
1343,417,2015-10-01 ,8
1344,418,2014-09-01 ,1
1345,418,2015-07-31 ,8
1346,419,2014-11-01 ,1
1347,419,2015-03-31 ,8
1348,420,2014-11-01 ,1
1349,420,2015-04-30 ,8
1350,421,2014-11-01 ,1
1351,421,2015-05-31 ,8
1352,422,2014-11-01 ,1
1353,422,2014-11-30 ,8
1354,423,2015-07-01 ,1
1355,423,,2
1356,423,2015-12-31 ,8
1357,423,,16
1358,423,,32
1359,423,,64
1360,423,,2048
1361,424,2015-01-01 ,1
1362,424,2016-12-31 ,8
1363,425,2014-01-01 ,1
1364,425,2016-12-31 ,8
1365,426,2015-01-01 ,1
1366,426,2015-12-31 ,8
1367,427,2015-01-01 ,1
1368,427,2015-01-01 ,2
1369,427,2015-01-01 ,4
1370,427,2021-08-01 ,8
1371,427,2016-02-20 ,16
1372,427,2017-08-31 ,32
1373,427,2015-08-05 ,128
1374,427,2017-10-10 ,256
1375,427,2021-05-11 ,2048
1376,428,2015-01-01 ,1
1377,428,2015-12-31 ,8
1378,429,2015-03-01 ,1
1379,429,2015-03-01 ,2
1380,429,2020-07-01 ,8
1381,429,2016-08-08 ,16
1382,429,2015-05-03 ,128
1383,429,2020-05-25 ,2048
1384,430,2015-01-01 ,1
1385,430,2015-12-31 ,8
1386,431,2015-01-01 ,1
1387,431,2015-12-31 ,8
1388,432,2015-01-01 ,1
1389,432,2015-12-31 ,8
1390,433,2015-01-01 ,1
1391,433,2015-12-31 ,8
1392,434,2015-01-01 ,1
1393,434,2015-12-31 ,8
1394,435,2014-11-01 ,1
1395,435,2015-12-31 ,8
1396,436,2015-01-01 ,1
1397,436,2015-12-31 ,8
1398,438,2015-01-01 ,1
1399,438,2023-12-01 ,8
1400,439,2015-01-01 ,1
1401,439,2015-02-01 ,2
1402,439,2017-01-02 ,8
1403,439,2015-01-01 ,16
1404,439,2017-01-02 ,32
1405,440,2015-01-01 ,1
1406,440,2023-12-01 ,8
1407,441,2014-01-01 ,1
1408,441,2015-12-31 ,8
1409,442,2015-01-08 ,1
1410,442,2015-01-31 ,8
1411,443,2015-01-06 ,1
1412,443,2015-01-06 ,2
1413,443,2017-12-31 ,8
1414,443,2015-03-13 ,16
1415,443,2015-09-15 ,32
1416,443,2015-01-13 ,128
1417,443,2015-03-31 ,256
1418,443,2016-07-28 ,512
1419,443,2017-02-10 ,1024
1420,443,2017-05-17 ,2048
1421,444,2014-12-15 ,1
1422,444,2015-06-30 ,8
1423,445,2015-01-01 ,1
1424,445,,2
1425,445,2015-08-01 ,8
1426,445,,16
1427,445,,32
1428,445,,64
1429,445,2020-12-18 ,2048
1430,446,2015-01-01 ,1
1431,446,2016-12-31 ,8
1432,447,2015-01-01 ,1
1433,447,2015-01-01 ,2
1434,447,2017-02-28 ,8
1435,447,2015-05-20 ,16
1436,447,2016-05-17 ,32
1437,447,2016-05-26 ,64
1438,447,2015-03-10 ,128
1439,448,2015-01-01 ,1
1440,448,2015-12-31 ,8
1441,449,2015-01-01 ,1
1442,449,2016-01-31 ,8
1443,450,2015-01-01 ,1
1444,450,2015-12-31 ,8
1445,451,2015-01-01 ,1
1446,451,2015-12-31 ,8
1447,453,2015-01-01 ,1
1448,453,2015-12-31 ,8
1449,454,2013-10-01 ,1
1450,454,2014-03-31 ,8
1451,455,2015-01-01 ,1
1452,455,2015-12-31 ,8
1453,456,2015-02-01 ,1
1454,456,2015-12-31 ,8
1455,457,2015-01-01 ,1
1456,457,2018-12-31 ,8
1457,457,2019-01-04 ,2048
1458,458,2015-01-01 ,1
1459,458,2015-07-31 ,8
1460,459,2014-11-01 ,1
1461,459,2015-12-31 ,8
1462,460,2015-01-01 ,1
1463,460,2015-12-31 ,8
1464,461,2015-01-01 ,1
1465,461,2015-03-01 ,2
1466,461,2018-12-31 ,8
1467,461,2015-09-01 ,16
1468,461,,32
1469,461,,64
1470,461,2015-06-01 ,128
1471,461,2018-01-01 ,256
1472,461,2018-05-01 ,512
1473,461,2018-06-01 ,1024
1474,461,,2048
1475,462,2015-02-01 ,1
1476,462,,2
1477,462,2018-12-31 ,8
1478,462,,16
1479,462,,32
1480,462,,64
1481,462,2019-01-04 ,2048
1482,463,2013-01-01 ,1
1483,463,2020-12-01 ,8
1484,463,2022-07-01 ,2048
1485,464,2013-01-01 ,1
1486,464,2021-12-01 ,8
1487,464,2022-07-01 ,2048
1488,465,2013-01-01 ,1
1489,465,2020-12-01 ,8
1490,465,2022-07-01 ,2048
1491,466,2013-01-01 ,1
1492,466,2021-12-01 ,8
1493,466,2022-03-22 ,2048
1494,467,2015-04-01 ,1
1495,467,2015-12-31 ,8
1496,468,2014-01-01 ,1
1497,468,2014-01-31 ,8
1498,469,2016-02-01 ,1
1499,469,2016-08-31 ,8
1500,470,2015-02-01 ,1
1501,470,2015-06-30 ,8
1502,471,2015-03-01 ,1
1503,471,2015-12-31 ,8
1504,472,2015-03-01 ,1
1505,472,,2
1506,472,2015-12-31 ,8
1507,472,,16
1508,472,,32
1509,472,,64
1510,472,,2048
1511,473,2015-01-01 ,1
1512,473,2015-12-31 ,8
1513,474,2015-03-01 ,1
1514,474,,2
1515,474,2015-06-30 ,8
1516,474,,16
1517,474,,32
1518,474,,64
1519,474,2015-07-01 ,2048
1520,475,2015-02-01 ,1
1521,475,,2
1522,475,2016-12-31 ,8
1523,475,,16
1524,475,,32
1525,475,,64
1526,475,,2048
1527,476,2015-01-01 ,1
1528,476,2015-12-31 ,8
1529,477,2015-02-01 ,1
1530,477,,2
1531,477,2015-04-30 ,8
1532,477,,16
1533,477,,32
1534,477,,64
1535,477,,2048
1536,478,2015-03-01 ,1
1537,478,2016-04-30 ,8
1538,479,2015-03-23 ,1
1539,479,,2
1540,479,2015-12-31 ,8
1541,479,,16
1542,479,,32
1543,479,,64
1544,479,,2048
1545,480,2015-02-16 ,1
1546,480,,2
1547,480,2017-12-31 ,8
1548,480,,16
1549,480,,32
1550,480,,64
1551,480,,2048
1552,481,2015-01-01 ,1
1553,481,,2
1554,481,2015-12-01 ,8
1555,481,,16
1556,481,,32
1557,481,,64
1558,481,,2048
1559,482,2015-04-01 ,1
1560,482,2015-04-01 ,2
1561,482,2020-06-01 ,8
1562,482,2015-09-10 ,128
1563,482,2020-12-29 ,2048
1564,483,2015-04-01 ,1
1565,483,,2
1566,483,2015-12-31 ,8
1567,483,,16
1568,483,,32
1569,483,,64
1570,483,,2048
1571,484,2015-02-01 ,1
1572,484,2015-12-31 ,8
1573,485,2015-04-15 ,1
1574,485,2015-04-01 ,2
1575,485,2015-12-31 ,8
1576,485,,16
1577,485,,32
1578,485,2015-04-01 ,64
1579,485,,512
1580,485,,2048
1581,486,2015-04-15 ,1
1582,486,2015-12-31 ,8
1583,487,2015-05-01 ,1
1584,487,,2
1585,487,2015-12-01 ,8
1586,487,,16
1587,487,,32
1588,487,,64
1589,487,,2048
1590,488,2015-04-22 ,1
1591,488,2015-04-22 ,2
1592,488,2017-02-28 ,8
1593,488,2015-07-04 ,16
1594,488,2016-07-03 ,32
1595,488,2015-06-22 ,128
1596,488,2015-10-21 ,256
1597,488,2017-05-26 ,512
1598,488,2017-12-31 ,2048
1599,489,2015-01-01 ,1
1600,489,2015-01-01 ,2
1601,489,2017-12-31 ,8
1602,490,2015-01-01 ,1
1603,490,2022-01-01 ,8
1604,490,2022-02-11 ,2048
1605,491,2015-04-01 ,1
1606,491,2016-12-31 ,8
1607,492,2015-01-01 ,1
1608,492,2015-01-01 ,2
1609,492,2015-01-01 ,4
1610,492,2017-12-31 ,8
1611,492,2013-08-01 ,16
1612,492,2017-07-01 ,32
1613,492,2015-01-01 ,64
1614,492,2015-05-01 ,128
1615,492,2017-10-01 ,512
1616,492,2017-12-01 ,2048
1617,493,2015-01-01 ,1
1618,493,2015-01-01 ,2
1619,493,2020-08-01 ,8
1620,493,2015-04-01 ,16
1621,493,2015-04-30 ,128
1622,493,2020-12-18 ,2048
1623,494,2015-01-01 ,1
1624,494,2015-01-01 ,2
1625,494,2015-01-01 ,4
1626,494,2017-12-31 ,8
1627,494,2014-06-01 ,16
1628,494,2015-08-24 ,32
1629,494,2015-07-18 ,256
1630,495,2015-01-01 ,1
1631,495,2015-01-01 ,2
1632,495,2023-12-01 ,8
1633,495,2017-02-20 ,16
1634,495,2015-05-02 ,64
1635,496,2015-01-01 ,1
1636,496,2015-12-31 ,8
1637,497,2015-01-01 ,1
1638,497,2015-01-01 ,2
1639,497,2015-01-01 ,4
1640,497,2017-12-31 ,8
1641,497,2013-08-01 ,16
1642,497,2017-06-01 ,32
1643,497,2015-01-01 ,128
1644,497,2015-05-19 ,256
1645,498,2015-01-01 ,1
1646,498,2015-01-01 ,2
1647,498,2015-01-01 ,4
1648,498,2017-12-31 ,8
1649,498,2016-05-26 ,16
1650,498,2017-03-10 ,32
1651,498,2015-10-20 ,128
1652,498,2017-03-08 ,256
1653,499,2015-05-01 ,1
1654,499,2017-12-31 ,8
1655,500,2015-05-01 ,1
1656,500,2015-05-01 ,2
1657,500,2017-12-31 ,8
1658,500,2015-07-22 ,16
1659,500,2015-07-31 ,32
1660,500,2015-07-15 ,64
1661,500,2015-05-26 ,128
1662,500,2017-08-18 ,512
1663,501,2015-05-15 ,1
1664,501,2015-08-31 ,8
1665,502,2015-03-01 ,1
1666,502,,2
1667,502,2015-11-30 ,8
1668,502,,16
1669,502,,32
1670,502,,64
1671,502,,2048
1672,503,2015-02-01 ,1
1673,503,2018-12-31 ,8
1674,503,2018-10-25 ,2048
1675,504,2015-01-01 ,1
1676,504,2016-12-31 ,8
1677,505,2014-09-01 ,1
1678,505,2015-12-31 ,8
1679,506,2015-03-01 ,1
1680,506,2016-12-31 ,8
1681,507,2015-06-01 ,1
1682,507,2016-12-31 ,8
1683,508,2014-05-01 ,1
1684,508,2014-08-06 ,8
1685,508,2021-01-28 ,2048
1686,510,2015-06-01 ,1
1687,510,2015-12-31 ,8
1688,511,2015-06-01 ,1
1689,511,2015-06-01 ,2
1690,511,2019-12-01 ,8
1691,511,2016-05-22 ,16
1692,511,2017-04-17 ,32
1693,511,2015-08-10 ,128
1694,511,2016-11-16 ,256
1695,511,2017-07-27 ,512
1696,511,2020-03-03 ,2048
1697,512,2015-01-01 ,1
1698,512,2015-12-31 ,8
1699,513,2015-09-01 ,1
1700,513,2015-09-01 ,2
1701,513,2015-09-01 ,4
1702,513,2018-12-31 ,8
1703,513,2016-04-01 ,16
1704,513,2017-04-01 ,32
1705,513,2016-01-18 ,128
1706,513,2017-07-01 ,256
1707,513,2019-01-04 ,2048
1708,514,2015-09-01 ,1
1709,514,2015-12-31 ,8
1710,515,2015-06-01 ,1
1711,515,2015-12-31 ,8
1712,516,2015-06-01 ,1
1713,516,2015-12-31 ,8
1714,517,2015-06-01 ,1
1715,517,2015-06-01 ,2
1716,517,2015-06-01 ,4
1717,517,2019-04-01 ,8
1718,517,2015-12-15 ,16
1719,517,2016-02-05 ,32
1720,517,2015-11-15 ,128
1721,517,2016-03-03 ,256
1722,517,2016-04-10 ,512
1723,517,2019-12-12 ,2048
1724,518,2015-01-01 ,1
1725,518,2016-12-31 ,8
1726,519,2015-06-01 ,1
1727,519,2016-12-31 ,8
1728,520,2015-05-01 ,1
1729,520,2015-12-31 ,8
1730,521,2015-07-15 ,1
1731,521,2015-08-31 ,8
1732,522,2015-07-13 ,1
1733,522,2018-12-31 ,8
1734,522,2016-09-01 ,16
1735,522,2016-11-30 ,32
1736,522,2015-10-01 ,128
1737,522,2016-12-08 ,256
1738,522,2017-01-15 ,512
1739,522,2019-01-04 ,2048
1740,523,2015-07-07 ,1
1741,523,2016-03-31 ,8
1742,524,2015-07-07 ,1
1743,524,2015-07-07 ,2
1744,524,2017-03-31 ,8
1745,524,2015-09-23 ,16
1746,524,2015-12-30 ,32
1747,524,2016-03-26 ,64
1748,524,2015-07-26 ,128
1749,524,2016-01-18 ,256
1750,524,2016-12-22 ,512
1751,524,2016-12-31 ,2048
1752,525,2015-07-15 ,1
1753,525,2015-12-31 ,8
1754,526,2015-07-09 ,1
1755,526,2016-12-31 ,8
1756,527,2015-07-06 ,1
1757,527,2016-06-30 ,8
1758,528,2015-08-01 ,1
1759,528,2023-12-01 ,8
1760,528,2019-03-12 ,2048
1761,529,2015-07-01 ,1
1762,529,2015-07-01 ,2
1763,529,2015-07-01 ,4
1764,529,2015-10-31 ,8
1765,529,2015-08-01 ,16
1766,529,2015-09-01 ,32
1767,529,2015-07-01 ,64
1768,529,2015-09-01 ,256
1769,529,,512
1770,529,2015-09-01 ,2048
1771,530,2015-08-20 ,1
1772,530,,2
1773,530,2017-02-28 ,8
1774,530,,16
1775,530,,32
1776,530,,64
1777,530,,2048
1778,531,2015-09-01 ,1
1779,531,,2
1780,531,2015-12-31 ,8
1781,531,,16
1782,531,,32
1783,531,,64
1784,531,,2048
1785,532,2015-07-01 ,1
1786,532,2015-07-01 ,2
1787,532,2015-08-01 ,4
1788,532,2017-03-31 ,8
1789,532,2016-02-01 ,16
1790,532,2016-03-01 ,32
1791,532,2015-11-15 ,128
1792,532,2016-05-01 ,256
1793,532,2016-09-01 ,512
1794,532,2016-09-01 ,2048
1795,533,2015-09-04 ,1
1796,533,,2
1797,533,2015-10-31 ,8
1798,533,,16
1799,533,,32
1800,533,,64
1801,533,,2048
1802,534,2015-06-01 ,1
1803,534,2015-03-01 ,2
1804,534,2018-12-31 ,8
1805,534,2019-01-04 ,2048
1806,535,2015-09-14 ,1
1807,535,,2
1808,535,2016-02-29 ,8
1809,535,,16
1810,535,,32
1811,535,,64
1812,535,,2048
1813,536,2015-09-01 ,1
1814,536,2016-10-01 ,8
1815,537,2015-09-01 ,1
1816,537,2015-12-31 ,8
1817,538,2015-09-01 ,1
1818,538,,2
1819,538,2015-11-30 ,8
1820,538,,16
1821,538,,32
1822,538,,64
1823,538,,2048
1824,539,2015-10-01 ,1
1825,539,,2
1826,539,2015-12-31 ,8
1827,539,,16
1828,539,,32
1829,539,,64
1830,539,,2048
1831,540,2015-10-01 ,1
1832,540,2015-10-01 ,2
1833,540,2015-10-01 ,4
1834,540,2017-10-31 ,8
1835,541,2015-09-30 ,1
1836,541,2015-09-30 ,2
1837,541,2015-09-30 ,4
1838,541,2017-06-30 ,8
1839,541,2015-12-26 ,16
1840,541,2017-02-15 ,32
1841,541,2015-12-04 ,64
1842,541,2015-11-18 ,128
1843,541,2016-02-08 ,256
1844,541,2017-04-07 ,512
1845,541,2017-06-30 ,2048
1846,542,2015-01-01 ,1
1847,542,,2
1848,542,2016-12-31 ,8
1849,542,,16
1850,542,,32
1851,542,,64
1852,542,,2048
1853,543,2015-09-29 ,1
1854,543,2015-11-30 ,8
1855,544,2015-10-05 ,1
1856,544,2016-12-31 ,8
1857,545,2015-10-01 ,1
1858,545,2015-12-31 ,8
1859,546,2015-09-25 ,1
1860,546,2015-12-31 ,8
1861,547,2015-09-15 ,1
1862,547,,2
1863,547,2016-12-31 ,8
1864,547,,16
1865,547,,32
1866,547,,64
1867,547,,2048
1868,548,2015-11-02 ,1
1869,548,,2
1870,548,2016-12-22 ,8
1871,548,,16
1872,548,,32
1873,548,,64
1874,548,2016-12-01 ,2048
1875,549,2016-01-01 ,1
1876,549,2016-01-04 ,2
1877,549,2022-05-01 ,8
1878,549,2017-07-01 ,16
1879,549,,32
1880,549,2016-09-26 ,64
1881,549,2016-02-26 ,128
1882,549,2022-10-04 ,2048
1883,550,2015-11-09 ,1
1884,550,2016-01-31 ,8
1885,551,2015-11-01 ,1
1886,551,2015-11-01 ,2
1887,551,2017-12-31 ,8
1888,551,2017-11-16 ,128
1889,552,2016-01-01 ,1
1890,552,2016-12-31 ,8
1891,553,2016-01-01 ,1
1892,553,2016-05-01 ,8
1893,554,2016-01-01 ,1
1894,554,2016-12-31 ,8
1895,555,2016-01-01 ,1
1896,555,2016-12-31 ,8
1897,556,2016-01-01 ,1
1898,556,2016-12-31 ,8
1899,557,2016-01-01 ,1
1900,557,2016-12-31 ,8
1901,558,2016-01-01 ,1
1902,558,2016-01-01 ,2
1903,558,2016-01-01 ,4
1904,558,2022-06-01 ,8
1905,558,2017-02-01 ,16
1906,558,,32
1907,558,,64
1908,558,2019-12-01 ,128
1909,558,2017-11-01 ,256
1910,558,2018-08-01 ,1024
1911,558,2022-06-30 ,2048
1912,560,2016-01-01 ,1
1913,560,2016-01-01 ,2
1914,560,2019-12-01 ,8
1915,560,2016-09-01 ,16
1916,560,2017-01-15 ,32
1917,560,2016-01-01 ,64
1918,560,2016-03-01 ,128
1919,560,2017-01-01 ,256
1920,560,2018-08-01 ,512
1921,560,,1024
1922,560,2019-12-13 ,2048
1923,561,2016-01-01 ,1
1924,561,2017-12-31 ,8
1925,562,2016-01-01 ,1
1926,562,2016-01-01 ,2
1927,562,2016-02-01 ,4
1928,562,2016-12-31 ,8
1929,562,,16
1930,562,,32
1931,562,2016-02-01 ,64
1932,562,2016-12-01 ,2048
1933,563,2016-01-01 ,1
1934,563,2016-01-01 ,2
1935,563,2016-01-01 ,4
1936,563,2017-12-31 ,8
1937,563,,16
1938,563,,32
1939,563,,64
1940,563,2016-01-01 ,128
1941,563,,512
1942,563,,2048
1943,564,2016-01-01 ,1
1944,564,2023-12-01 ,8
1945,565,2016-01-01 ,1
1946,565,2017-12-31 ,8
1947,566,2015-12-01 ,1
1948,566,2015-12-31 ,8
1949,567,2015-11-24 ,1
1950,567,2015-11-01 ,2
1951,567,2015-11-01 ,4
1952,567,2015-12-31 ,8
1953,567,2015-11-01 ,16
1954,567,2015-12-01 ,32
1955,567,2015-11-01 ,64
1956,567,2015-12-01 ,2048
1957,568,2016-01-01 ,1
1958,568,2018-12-31 ,8
1959,568,2019-01-04 ,2048
1960,569,2016-01-01 ,1
1961,569,2016-01-01 ,2
1962,569,2016-01-01 ,4
1963,569,2017-12-31 ,8
1964,569,2016-06-08 ,16
1965,569,2016-08-24 ,32
1966,569,2015-10-20 ,128
1967,569,2016-07-20 ,256
1968,569,2017-02-26 ,512
1969,570,2015-11-02 ,1
1970,570,2015-11-01 ,2
1971,570,2015-11-02 ,4
1972,570,2017-06-30 ,8
1973,570,2015-12-01 ,16
1974,570,2017-05-01 ,32
1975,570,2015-11-01 ,64
1976,570,,512
1977,570,,2048
1978,571,2016-01-01 ,1
1979,571,2016-01-01 ,2
1980,571,2016-01-01 ,4
1981,571,2017-12-31 ,8
1982,571,2016-08-04 ,16
1983,571,2016-09-30 ,32
1984,571,2016-07-28 ,128
1985,571,2016-09-12 ,256
1986,571,2017-08-16 ,512
1987,572,2016-01-01 ,1
1988,572,2016-01-01 ,2
1989,572,2023-12-01 ,8
1990,573,2016-01-01 ,1
1991,573,2016-01-01 ,2
1992,573,2015-12-15 ,4
1993,573,2020-01-01 ,8
1994,573,2016-08-15 ,16
1995,573,2017-12-01 ,32
1996,573,2016-02-14 ,128
1997,573,2020-03-19 ,2048
1998,574,2016-01-01 ,1
1999,574,2021-12-01 ,8
2000,574,2022-02-11 ,2048
2001,575,2015-01-01 ,1
2002,575,2021-12-01 ,8
2003,575,2022-02-11 ,2048
2004,576,2016-01-01 ,1
2005,576,2023-12-01 ,8
2006,577,2016-01-01 ,1
2007,577,2016-12-31 ,8
2008,578,2016-01-01 ,1
2009,578,,2
2010,578,2021-04-01 ,8
2011,578,2016-10-04 ,16
2012,578,2017-10-30 ,32
2013,578,,64
2014,578,2018-12-01 ,2048
2015,579,2013-01-09 ,1
2016,579,2014-03-07 ,8
2017,580,2016-01-01 ,1
2018,580,2016-01-01 ,2
2019,580,2016-01-01 ,4
2020,580,2016-12-31 ,8
2021,580,2016-02-01 ,16
2022,580,2016-05-01 ,32
2023,580,2016-01-01 ,64
2024,580,2016-12-01 ,2048
2025,581,2016-01-01 ,1
2026,581,2022-12-01 ,8
2027,582,2016-01-01 ,1
2028,582,2016-01-01 ,2
2029,582,2016-01-01 ,4
2030,582,2017-12-31 ,8
2031,582,2015-09-15 ,16
2032,582,2016-12-15 ,32
2033,583,2016-01-01 ,1
2034,583,2017-01-31 ,2
2035,583,2020-06-01 ,8
2036,583,2019-12-31 ,64
2037,583,2017-02-28 ,128
2038,583,2021-01-29 ,2048
2039,584,2016-01-01 ,1
2040,584,2018-12-31 ,8
2041,584,2016-01-15 ,16
2042,584,2019-01-04 ,2048
2043,585,2016-01-01 ,1
2044,585,2017-06-01 ,2
2045,585,2017-06-01 ,4
2046,585,2018-12-01 ,8
2047,585,2018-10-30 ,2048
2048,586,2016-01-01 ,1
2049,586,2016-06-01 ,2
2050,586,2016-06-01 ,4
2051,586,2021-12-01 ,8
2052,586,2016-11-01 ,128
2053,586,2017-12-04 ,1024
2054,586,2022-07-01 ,2048
2055,587,2016-01-01 ,1
2056,587,2016-12-31 ,8
2057,588,2016-01-01 ,1
